engine_rpm,coolant_temperature,oil_temperature,oil_pressure,heart_rate,gsr,pupil_dilation,blink_rate
7484.056110491016,96.17554381092256,107.7851148784198,49.82738305478798,146.06503913616604,4.832732777823315,4.598270666527757,18.097308554149755
6083.20114015652,97.99814697077612,100.77886378657196,47.96889534591561,130.03242535957804,3.210622068202198,3.354261474490959,18.730240641007608
6627.611195940055,92.13857868316047,105.0701967373484,58.81159915776249,144.43191999754723,3.978784769781132,4.102636648279294,19.035772270960088
6242.870520134658,89.28130619371026,109.78828885923492,51.49882364594156,135.80721255203662,2.873475601780544,3.8875456338804457,19.076638219491127
8584.063361435874,102.01265394805736,100.98502717529404,74.75397351628597,126.23195760202002,6.514525170846676,5.597751170270471,18.352967388747604
6910.209167969197,97.95201913564398,100.67279350902515,52.03197960944399,122.02073951180544,6.139038407487313,3.766721455183629,15.442532350922772
7454.1236517946145,99.18553738730353,101.48203720590244,72.42154583600316,119.43407732549473,4.3389889017749255,4.26588555593447,16.327157747635766
6476.184141017105,95.61153512505436,100.50039944778942,63.84999508399493,125.63995787533624,7.721585544782701,5.287861010694309,17.318496208506442
5816.6541622436525,90.34683415776254,108.92619444219564,45.23649443774218,127.48114968932065,3.0252421894926447,3.794446025141744,17.206350991801013
6956.095653714491,97.81627908574012,107.49794256326032,58.398963079796886,138.1305214444582,6.641311091964281,4.399573994144474,16.67798659383792
7460.332493903445,98.36109725806443,99.18463500982476,61.40763047755793,120.91387574095172,2.232464530373061,5.541526426242385,20.397089044761103
8672.214833030652,103.356254987148,106.2688232916673,66.92182645301578,148.41043448352437,5.362610204134736,4.049199893762977,15.937545721941008
8845.955299183823,99.40992378509888,102.92764229150308,74.92387440399654,147.18927829555147,5.137913145695404,5.720182664574472,15.294279796554733
5010.099515059352,98.95005760473744,104.73600428310507,41.07246420133546,141.92582410193518,6.178915371185489,5.676554972938244,18.253697670341417
8218.7129887466,95.26699864580225,95.9603271899244,69.2903596704166,129.72685314666177,7.970233776277894,6.017766544463242,16.088069045417804
7767.733301815255,98.82000464940498,99.01745875900008,77.79398594954571,125.12207087758776,1.937142092889221,4.078868247597839,17.008861569550703
7031.768351965299,94.14742275394572,109.75074853228055,62.62052344448718,133.51959709952231,5.130244438376127,5.669626083841229,14.596855428063853
4944.22878349826,94.31455601602724,95.80008283104,33.981933120177736,132.55408422394885,3.0675873760120758,5.080831038899676,19.34639699118157
5979.149718018988,92.2789645088419,106.33977808319428,55.50788979168705,119.90939391620608,3.261135130235782,3.998208636369729,16.077437579503556
5158.513493394261,95.6426486631898,103.0521057201058,35.64824152164662,150.3312951645908,3.408476678887691,4.125660252817705,18.05026479901904
8119.876069439588,92.7521140453026,108.72752367374912,72.21488917246445,143.12676858585758,6.5063353489340665,5.736105299586524,18.34763096415529
5833.059152271585,89.7563974722273,97.0591370922035,49.29180605279729,125.40301851806532,5.841412654193071,3.795282826392673,17.92806091081412
7218.527702174384,99.69300739374512,95.0324805314867,54.60285208143923,136.7772174350494,6.243012119494805,3.8366383291445993,19.219572081935585
4677.756054529623,95.04303760178964,105.7703995622054,41.72157962637491,122.43010801169076,2.5810542481424363,5.78342860432906,18.08666694423563
5574.94117352852,94.3047911258187,101.96338168430496,54.99182578223391,123.1667834914667,6.417749229690876,4.330680402236306,19.715690877324214
5261.451354074555,90.44490709334008,107.5507685266781,44.27573772264808,128.26434427577922,2.4508137377811186,4.867534148417686,17.665620807299224
7440.686600091381,92.46885503319702,105.78826134737496,74.7028546698705,129.19115169680495,6.112426974863141,4.800315833677113,17.131029455998615
8104.055061575619,93.78795259541444,108.93911297057812,79.76432059999709,126.79642064456824,8.14867968748473,3.949961823748848,19.112125287529523
7062.555767516089,96.51139866147643,97.55768380040728,64.85554310373935,134.95715160674877,1.899243591761288,4.444743136040667,16.146172292901717
7247.370060225265,95.95844166283293,103.02099131097896,64.83316096510099,134.26964458123567,7.53194304373929,4.27320317827146,17.139815016375007
9106.489589739344,101.0517175574878,104.39853645493176,86.04730557143588,134.42191545456166,4.6230359042409646,4.528944574564323,14.928322350375456
6096.47519448873,100.7500740387192,105.32197086438592,60.6564609054668,133.3221674513103,5.573401798526823,3.3757916251978024,16.07050725157028
6125.664565625176,99.14748186430158,103.66658115794164,64.64419098896965,152.47234085258123,7.757456640393716,3.6392486872072913,20.41287662957076
7143.77488455854,96.85499569328636,101.31315074298682,55.559433461744696,131.7885044517765,2.2430620775599315,5.892170939655706,17.051103837859976
8459.66734247523,97.06991887151965,97.79109526166305,73.84709662178695,125.70421871501888,7.310980435192437,3.336979446373207,15.453434183664877
9163.051075549844,98.46750622362828,107.41072590187042,78.94348794352969,134.27182736695733,3.844054096590361,3.827977703241167,17.717794775342536
5673.880025472728,90.72106867817536,97.80306975220076,54.09901781135966,147.20153947867,3.9516416607092006,3.903010307985768,16.701222531802433
6817.6566503613,100.73093839766987,99.37312058007927,63.14201999030958,146.34292220989573,4.031568270000408,3.6582636792053287,17.25966234718021
6022.7598021926815,97.73922524825592,107.48429254585886,48.00971177936763,127.54007967512396,3.066698976270282,4.408450929052364,16.22995757365973
6914.973001154859,98.40797192978955,96.8555305098962,56.81245906942503,149.77452992807503,6.854148039664015,4.954905750276184,16.90703390806385
8907.357620384211,100.11019166401948,110.10995032082856,73.80529666986196,133.1757447520265,6.154980507539795,3.612455206126248,14.293197687535011
7387.660874430928,91.6257678760219,96.640113973645,68.78128499454661,125.83571907657416,4.513303804456919,4.876835979668951,20.743030910026945
9053.87698086414,100.27036145036594,110.53377266067584,88.06647986287959,144.81772029082055,3.229388244897696,5.83359229713904,18.513975549188785
8377.851154248807,94.96835278225896,96.86347022672334,82.19576504919793,124.81417948936196,3.7712356992398313,5.772702874902447,18.479157149677626
6637.260988477625,96.93651999002802,98.95562685616984,68.44823012216403,134.80686096165337,7.847664318613601,3.5440781530626544,15.8835195736906
7391.79238396994,96.1885407094484,105.56878147500464,66.80650822348487,139.3609353016077,6.089108517569271,3.931667876125282,20.19149344337637
9151.935155605766,95.62785779364368,108.26681042480088,64.42932987199337,144.27496422337558,4.264114160618748,3.89093309459062,18.74185966862414
8400.85379045081,92.27402625410468,100.18559868869616,79.98093712172259,122.91062894647438,6.109886804342361,3.819335024780494,18.853416594975844
5466.664952174537,96.0637993315058,101.61802284224903,38.989682412958416,117.7386301742261,4.050778476408706,4.431215490897583,17.900991340454205
8060.979310431427,94.1085445129305,103.02568480381412,58.29365843384338,132.57047400756326,3.198835439475392,5.144414586157089,18.46667365443775
4932.48319991551,96.43698698326462,96.38297281324483,35.926323125710404,134.26529566321867,7.093835784142553,5.023684353229546,19.41072250316134
4943.663064860549,97.25478336353996,99.75599293242522,39.28323872060842,121.69442853874205,4.911583859746387,5.683537752369002,18.464983628748257
5181.615002060902,95.54795739844892,101.0770376909324,43.02810204587807,130.55015759823092,6.5038262706002445,3.844486533884573,17.430313906784896
4916.169531550458,96.57608350927772,95.64308455103992,44.18254305450838,119.5561953463118,1.4326357628046282,4.959663503526452,17.493809877521205
5320.641111576255,92.92388581893152,108.49201087075366,43.95777330512461,135.49434517270186,3.146568878059184,4.662134594317583,20.926164602938645
5104.662438786101,99.25792602416072,106.75918866633,51.31609033622118,128.26020599635132,7.367261737328522,2.942908148230257,17.66533808052849
8686.996044107265,99.33484042823906,114.02171344186002,64.26828748415247,147.82199387149643,3.148704002698273,4.048407304060128,16.92647804866505
7354.71247264874,92.5444743242281,108.29472178961947,57.56708345537383,130.93600658157763,6.609184139188335,4.072418575516633,19.77922130429495
7173.242037524571,92.8970591481566,98.88043481694608,59.9254091248548,140.5449427539338,5.579231788987117,4.538846729084318,16.418489616475057
7017.075338023703,91.53022455406834,104.43886882560894,60.663935126025486,135.9535850606683,3.109729377503853,5.9333576850545295,16.992167598473163
8666.743971820331,96.44593130869436,97.00092635140793,86.2404238299417,145.76684148343318,4.009192107438552,4.427964325182016,17.50118990925534
8908.774670277577,98.57770002921576,111.47246301264931,65.86211608880555,130.55181737996594,3.06472977859294,4.990779925716459,17.76660973899795
6393.37919775345,98.8691053785011,96.30785385021656,45.09930412524535,139.2577134651238,7.382416871361203,4.908677750196532,18.621520441971704
8519.594361580135,95.83423855566905,113.81921260649864,80.6511933398047,131.26536589602597,3.289267713390754,5.18714677949494,19.46107512299549
6713.251955576394,98.54994308257854,107.7257983802065,59.923252062361705,139.46991412170016,6.03705738254202,3.640585572367332,17.111014108388304
6600.931116097604,94.96676219190545,104.74642763713392,60.303796172340725,122.01669750609425,6.583459781500295,5.399689606251908,15.638944457761603
6593.813670333569,94.87141538860766,95.77381725210051,53.38065314978349,137.1205803322101,5.359038234191784,3.5975812652455117,16.300934139937016
